"Timestamp","¿Cuál es tu genero?","¿Qué edad tienes?","¿De dónde es tu procedencia?","¿Estudiaste sistemas por elección propia?","¿Estudiaste carreras simultaneas?","¿Te cambiaste de carrera?","¿Fuiste Becado?","¿Fuiste excelencia académica?","¿Cual fue tu promedio de graduación?","¿Trabajaste y estudiaste?","En promedio ¿Cuantas clases por periodo llevabas?","¿Cuantos años tardaste en graduarte de ingeniería en sistemas?","En general, ¿ Los ingenieros con los que metiste clases eran buenos dando la clase?","¿Estás satisfecho con los conocimientos que te impartieron en la universidad?","¿Qué herramientas y tecnologías aprendiste en la universidad?","¿Qué herramientas y tecnologías aprendiste por tu cuenta?","¿Estuviste en actividades extracurriculares como ser deportes, hackathon, Honduras startup, etc.?","¿Cuáles son las áreas que menos te gustaron de ingeniería en sistemas?","¿Cuales fueron las áreas que mas te gustaron de ingeniera en sistemas?","¿Te sentiste preparado al momento de ir a practica profesional?","¿Como era lucia tu portafolio a la hora de ir a la practica profesional?","¿Sentiste que los conocimientos de la practica te ayudaron para entrar al mercado laboral?","¿Cual fue tu año de graduación?","¿Cual fue tu mes de graduación?","¿Habías trabajado en algo relacionado a la carrera antes de graduarte?","¿Te gustó tu lugar de práctica?","¿Te ofrecieron quedarte en la empresa donde realizaste tu práctica?","¿Trabajas o trabajaste donde realizaste tu práctica?","En tu experiencia, ¿qué herramientas consideras más importantes en el mercado actual?","Después de graduarte ¿ Has estado actualizándote en las nuevas tecnologías?","¿Actualmente tienes trabajo?","Si tienes trabajo ¿Tu trabajo actual esta relacionado a la ingeniería en sistemas?","¿Cuántos meses estuviste desempleado después de tu graduación?","¿Trabajas en tu área de preferencia?","¿Tenías trabajo antes de graduarte?","¿Cuál era tu nivel de inglés antes de tu graduación?","¿Cuánto conocías del desarrollo del software antes de graduarte?","¿Cuánto conocías de infraestructura de red antes de graduarte?","¿Cuánto conocías de manejo de servidores antes de graduarte?","¿Cuánto conocías  del diseño de software antes de graduarte?","¿Cuánto conocías de administración de empresas antes de graduarte?","¿Te gustaba liderar proyectos antes de graduarte?","¿Qué tan proactivo te considerabas antes de graduarte?","¿Utilizabas tu tiempo libre para aprender herramientas por tu cuenta cuando seguías en la universidad?","¿Eras buen expositor?","¿Eras buen negociador?","¿Acostumbrabas a ser coordinador en tus grupos en las clases de la universidad?","¿Te consideras introvertido?","¿Te consideras competitivo?","¿Te molestas con facilidad?"
"2020/04/17 5:01:10 PM CDT","Hombre","29","Tegucigalpa ","Sí","No","No","No","No","78","No","4","8","El 50% eran buenos dando la clase","Sí","Redes, bases de datos, programación ","Programar ","No","Programación;Electrónica","Redes","Sí","Básico ","Sí","2019","11","No","Sí","No","No","Servidores virtuales ","Sí","No","Sí","3","Sí","No","4","4","4","4","4","4","Sí","4","Sí","Si","Sí","Sí","Sí","Sí","Sí"
"2020/04/17 5:02:05 PM CDT","Hombre","26","Tegucigalpa","Sí","No","Sí","No","No","79","No","4","6","El 60% eran buenos dando la clase","Sí","Muchas 🤣","Varias","Sí","Programación","Redes;Electrónica","Sí","Nutrido","Sí","2018","11","No","Sí","Sí","No","Excel 🤣","Sí","Sí","Sí","0","Sí","No","3","3","3","3","4","3","Sí","5","No","No","Sí","Sí","Sí","Sí","No"
"2020/04/17 5:02:18 PM CDT","Hombre","26","Intibuca ","Sí","No","No","No","Sí","80","No","5","7","El 70% eran buenos dando la clase","Sí","Sql, php","Json, JS","No","Electrónica","Programación;Redes;Administración","Sí","Bien ","Sí","2020","2","No","Sí","No","No","Sql","Sí","Sí","Sí","0","Sí","Sí","3","5","4","4","4","4","Sí","4","Sí","Si","Sí","No","No","Sí","No"
"2020/04/17 5:02:29 PM CDT","Mujer","28","Francisco Morazan","Sí","No","Sí","No","No","77","No","4","8","El 60% eran buenos dando la clase","No","Bases de datos y programación orientada a objetos","Desarrollo web y angular php","No","Redes;Electrónica","Programación","Sí","Basico","Sí","2019","3","Sí","Sí","No","No","Desarrollo web y en android","Sí","Sí","Sí","1","Sí","Sí","2","3","3","1","4","4","Sí","2","No","No","Sí","Sí","No","Sí","No"
"2020/04/17 5:02:54 PM CDT","Hombre","33","Tegucigalpa ","Sí","No","Sí","No","No","78","Sí","4","10","El 50% eran buenos dando la clase","No","Uso de ides, workbench, visual estudio,  sql manager, herramientas de gestión de proyectos, etc. ","My sql, My php, javascrip, json, etc. ","No","Programación;Administración","Redes;Electrónica","No","Definir portafolio","Sí","2019","11","No","Sí","No","No","Desarrollo web y programación móvil, bases de datos, seguridad informática. ","Sí","No","No","5","No","No","3","4","4","1","3","2","No","3","Sí","No","No","Sí","Sí","No","Sí"
"2020/04/17 5:04:13 PM CDT","Hombre","26","Tegucigalpa","Sí","No","Sí","No","No","79","Sí","3","5","El 60% eran buenos dando la clase","No","Packet Traser, SQL server","JS , ","Sí","Electrónica","Programación;Redes;Administración","No","Competitivo ","No","2020","2","No","No","Sí","No","JS , React Native","Sí","Sí","Sí","1","Sí","Sí","3","3","3","1","3","5","Sí","5","Sí","Si","Sí","Sí","Sí","Sí","No"
"2020/04/17 5:05:35 PM CDT","Hombre","24","El paraíso, El Paraíso","No","No","Sí","No","Sí","81","Sí","4","7","El 60% eran buenos dando la clase","Sí","usar netbean","usar soap ui","No","Electrónica","Administración","Sí","bueno","Sí","2020","9","No","No","Sí","Si","sql ","No","Sí","Sí","0","No","Sí","2","3","3","3","3","3","Sí","3","Sí","No","No","No","Sí","Sí","Sí"
"2020/04/17 5:05:52 PM CDT","Hombre","29","Valle","Sí","No","No","No","No","66","Sí","3","10","El 90% eran buenos dando la clase","Sí","Bases de datos, redes, programación","Oracle, Cisco, VMware","No","Electrónica;Administración","Programación;Redes","Sí","Completo","Sí","2019","09","Sí","Sí","Sí","Si","Bases de datos, redes, programación","Sí","Sí","Sí","0","Sí","Sí","3","3","3","1","3","3","Sí","3","Sí","Si","No","No","Sí","Sí","No"
"2020/04/17 5:11:21 PM CDT","Hombre","25","Taulabé","Sí","No","No","No","Sí","80","No","4","6","El 70% eran buenos dando la clase","Sí"," inteligencia artificial, investigación, otros","Programación web","No","Electrónica","Programación","No","Mi portafolio no se llamaba lucía, ni siquiera tenía uno.","Sí","2020","2","No","Sí","Sí","Si","Desarrollo web y el trato con las personas","Sí","No","","2","No","No","1","3","2","1","2","1","No","3","No","Si","No","Sí","No","No","No"
"2020/04/17 5:13:45 PM CDT","Mujer","29","Tegucigalpa ","Sí","No","No","No","No","78","No","5","10","El 90% eran buenos dando la clase","No","Java, oracle, SQL server","System center service manager, AD, DNS","Sí","Programación","Redes;Administración","No","Bueno","Sí","2019","11","No","Sí","No","No","Todas las herramientas relacionadas con el área de infraestructura, ya que es un área poco explotada en las clases ","Sí","Sí","Sí","0","Sí","Sí","4","3","4","4","3","4","Sí","5","Sí","No","No","No","Sí","Sí","No"
"2020/04/17 5:30:35 PM CDT","Mujer","25","Choluteca","Sí","No","No","No","No","79","No","5","5","El 60% eran buenos dando la clase","Sí","Más que todo las herramientas de software.","Las herramientas de hardware, reforzar las que enseñan en la unah","No","Administración","Redes;Electrónica","No","Pues bien ","Sí","2019","3","Sí","No","No","No","La programación web, las herramientas de Cisco.","No","No","No","10","No","No","2","4","4","2","4","5","Sí","4","Sí","No","Sí","No","Sí","Sí","Sí"
"2020/04/17 6:02:15 PM CDT","Hombre","29","FM","Sí","No","No","No","No","78","No","4","6","El 70% eran buenos dando la clase","Sí","Packet tracer, sqlServer, php. ","Java EE, Web service, Scriptcase, sql server, seguridad informática, soporte de impresoras, etc. ","No","Administración","Programación;Redes;Electrónica","Sí","Bien. ","Sí","2017","9","No","Sí","Sí","No","Desarrollo web con nuevas tecnologías. ","Sí","Sí","Sí","6","No","No","3","4","2","1","4","2","No","4","No","No","Sí","No","No","Sí","No"
"2020/04/17 6:53:25 PM CDT","Hombre","27","Tegucigalpa","Sí","Sí","Sí","No","Sí","78","No","5","6","El 70% eran buenos dando la clase","Sí","POO,Arduino,PHP,SQL","Angular,typescript,servidores","Sí","Administración","Programación;Electrónica","Sí","pesimo,casi nulo","Sí","2018","9","Sí","Sí","Sí","Si","Javascript ,Marketing Digital, Todo lo que tenga que ver con tecnología, hoy día todo se volvio digital","Sí","Sí","Sí","0","Sí","Sí","1","3","3","3","2","1","Sí","3","No","No","Sí","No","Sí","Sí","Sí"
"2020/04/17 6:57:41 PM CDT","Hombre","27","El Paraíso","Sí","No","No","No","No","78","No","4","6","El 70% eran buenos dando la clase","No","Visual Studio, Netbeans, packet tracer","Git hub, JIRA, bitrix, helpdesk","No","Administración","Programación;Redes;Electrónica;Administración","No","Bien, logré anexarle un par de diplomas y cursos recibidos por mi cuenta","Sí","2017","4","No","Sí","No","No","Github, helpdesk, Scrum","Sí","Sí","Sí","9","Sí","No","2","3","3","1","2","1","Sí","3","Sí","Si","Sí","Sí","Sí","Sí","Sí"
"2020/04/17 7:14:57 PM CDT","Hombre","29","Nacaome ","Sí","No","No","No","No","78","No","3","7","El 70% eran buenos dando la clase","Sí","Lo básico ","Ningún ","No","Electrónica;Administración","Programación;Redes","No","No tan llamativo","Sí","2018","9","No","Sí","Sí","Si","Programación web","Sí","Sí","Sí","0","Sí","No","2","3","3","2","3","2","No","3","Sí","Si","No","No","Sí","No","Sí"
"2020/04/17 7:24:26 PM CDT","Hombre","25","Tegucigalpa","Sí","No","No","Sí","Sí","82","Sí","5","7","El 70% eran buenos dando la clase","Sí","bases de datos , programación de bajo nivel","frameworks web , programación movil","Sí","Electrónica","Programación;Redes;Administración","Sí","Con poca experiencia valida","Sí","2020","2","Sí","Sí","Sí","Si","programación movil , web y manejo avanzado de base de datos","Sí","Sí","No","0","No","Sí","4","3","2","2","2","3","Sí","4","Sí","No","Sí","Sí","No","Sí","No"
"2020/04/17 7:38:00 PM CDT","Hombre","29","Vallecillo FM","Sí","No","Sí","No","No","76","Sí","4","6","El 60% eran buenos dando la clase","Sí","La parte electrónica.","Programación en otros Lenguajes que no nos proporcionaban en la clase ","Sí","Administración","Redes;Electrónica","Sí","Con todas las capacidades basicas ","Sí","2019","11","Sí","Sí","Sí","Si","La parte de la administración y la gerencia","Sí","Sí","Sí","0","Sí","Sí","2","4","4","3","3","3","Sí","4","Sí","Si","Sí","Sí","No","Sí","No"
"2020/04/17 8:13:25 PM CDT","Hombre","27","FM","Sí","No","No","No","No","84","Sí","4","7","El 40%  o menos eran buenos dando la clase","Sí",".",".","No","Electrónica;Administración","Programación;Administración","Sí",".","Sí","3000","12","No","Sí","No","No",".","Sí","Sí","No","1000","No","No","5","2","3","2","2","2","Sí","3","No","No","Sí","Sí","No","Sí","Sí"
"2020/04/17 10:58:38 PM CDT","Hombre","38","Tegucigalpa","Sí","No","No","No","Sí","83","Sí","4","7","El 70% eran buenos dando la clase","No","Java, C#, nodejs, html, cas, javascript, boostrap, ","Jasper report, genexus, ","No","Programación","Redes;Electrónica;Administración","Sí","Básico","No","2020","2","Sí","Sí","No","No","Java, c#","Sí","No","No","2","Sí","Sí","3","3","3","2","3","3","Sí","4","Sí","Si","Sí","No","No","Sí","No"
"2020/04/21 12:45:49 PM CDT","Hombre","28","Tegucigalpa M. D. C","Sí","No","Sí","No","No","75","Sí","4","9","El 40%  o menos eran buenos dando la clase","No","Lógica, lenguajes de programación, bases de datos etc. ","Programación en frameword como angular... ","No","Electrónica;Administración","Programación;Redes","No","Normal","Sí","2019","9","No","Sí","Sí","Si","Fortaleza mental en que si puedes hacer las cosas. ","No","Sí","Sí","0","Sí","No","1","4","3","3","3","3","Sí","3","No","Si","No","No","No","Sí","No"
"2020/04/21 12:45:57 PM CDT","Hombre","28","Tegucigalpa M. D. C","Sí","No","Sí","No","No","75","Sí","4","9","El 40%  o menos eran buenos dando la clase","No","Lógica, lenguajes de programación, bases de datos etc. ","Programación en frameword como angular... ","No","Electrónica;Administración","Programación;Redes","No","Normal","Sí","2019","9","No","Sí","Sí","Si","Fortaleza mental en que si puedes hacer las cosas. ","No","Sí","Sí","0","Sí","No","1","4","3","3","3","3","Sí","3","No","Si","No","No","No","Sí","No"
"2020/04/23 8:46:58 AM CDT","Hombre","24","Tegucigalpa ","Sí","No","No","No","No","75","Sí","5","7","El 60% eran buenos dando la clase","Sí","Desarrollo web,redes,base de datos entre otras","Fortiner,sophos,robótica entre otras","Sí","Electrónica","Programación;Redes","No","No conocí a ninguna lucia","Sí","2019","9","No","Sí","Sí","Si","Desarrollo para móvil entre otras","Sí","Sí","Sí","0","Sí","Sí","3","3","4","3","3","3","Sí","3","No","Si","Sí","No","No","Sí","No"
